[[{'label': 'negative', 'score': 0.013476000167429447}, {'label': 'neutral', 'score': 0.4485049843788147}, {'label': 'positive', 'score': 0.538019061088562}]]
[[{'label': 'negative', 'score': 0.8219794631004333}, {'label': 'neutral', 'score': 0.1664421260356903}, {'label': 'positive', 'score': 0.011578382924199104}]]
[[{'label': 'negative', 'score': 0.3016708493232727}, {'label': 'neutral', 'score': 0.618371844291687}, {'label': 'positive', 'score': 0.07995732873678207}]]
[[{'label': 'negative', 'score': 0.024130191653966904}, {'label': 'neutral', 'score': 0.7678661942481995}, {'label': 'positive', 'score': 0.20800365507602692}]]
[[{'label': 'negative', 'score': 0.46515950560569763}, {'label': 'neutral', 'score': 0.5068839192390442}, {'label': 'positive', 'score': 0.027956563979387283}]]
[[{'label': 'negative', 'score': 0.1622629463672638}, {'label': 'neutral', 'score': 0.6587432026863098}, {'label': 'positive', 'score': 0.178993821144104}]]
[[{'label': 'negative', 'score': 0.6790797114372253}, {'label': 'neutral', 'score': 0.2928958237171173}, {'label': 'positive', 'score': 0.028024516999721527}]]
[[{'label': 'negative', 'score': 0.9011209607124329}, {'label': 'neutral', 'score': 0.09237446635961533}, {'label': 'positive', 'score': 0.006504639983177185}]]
[[{'label': 'negative', 'score': 0.7917047142982483}, {'label': 'neutral', 'score': 0.18873366713523865}, {'label': 'positive', 'score': 0.019561588764190674}]]
[[{'label': 'negative', 'score': 0.002720870077610016}, {'label': 'neutral', 'score': 0.02478383667767048}, {'label': 'positive', 'score': 0.9724952578544617}]]
[[{'label': 'negative', 'score': 0.49107104539871216}, {'label': 'neutral', 'score': 0.44167548418045044}, {'label': 'positive', 'score': 0.06725343316793442}]]
[[{'label': 'negative', 'score': 0.8937004804611206}, {'label': 'neutral', 'score': 0.09996819496154785}, {'label': 'positive', 'score': 0.006331352982670069}]]
[[{'label': 'negative', 'score': 0.011651708744466305}, {'label': 'neutral', 'score': 0.0981665775179863}, {'label': 'positive', 'score': 0.8901817202568054}]]
[[{'label': 'negative', 'score': 0.011239899322390556}, {'label': 'neutral', 'score': 0.2191590815782547}, {'label': 'positive', 'score': 0.769601047039032}]]
[[{'label': 'negative', 'score': 0.859678328037262}, {'label': 'neutral', 'score': 0.1340937465429306}, {'label': 'positive', 'score': 0.006227949168533087}]]
[[{'label': 'negative', 'score': 0.005352971144020557}, {'label': 'neutral', 'score': 0.9699425101280212}, {'label': 'positive', 'score': 0.024704430252313614}]]
[[{'label': 'negative', 'score': 0.17989195883274078}, {'label': 'neutral', 'score': 0.5866163372993469}, {'label': 'positive', 'score': 0.2334916889667511}]]
[[{'label': 'negative', 'score': 0.3744290769100189}, {'label': 'neutral', 'score': 0.6051952838897705}, {'label': 'positive', 'score': 0.020375631749629974}]]
[[{'label': 'negative', 'score': 0.18348850309848785}, {'label': 'neutral', 'score': 0.6794508099555969}, {'label': 'positive', 'score': 0.13706067204475403}]]
[[{'label': 'negative', 'score': 0.03529761731624603}, {'label': 'neutral', 'score': 0.7895951867103577}, {'label': 'positive', 'score': 0.1751071810722351}]]
[[{'label': 'negative', 'score': 0.008423705585300922}, {'label': 'neutral', 'score': 0.8650988340377808}, {'label': 'positive', 'score': 0.12647753953933716}]]
[[{'label': 'negative', 'score': 0.9067607522010803}, {'label': 'neutral', 'score': 0.08847720921039581}, {'label': 'positive', 'score': 0.004762006923556328}]]
[[{'label': 'negative', 'score': 0.6679233908653259}, {'label': 'neutral', 'score': 0.3213275074958801}, {'label': 'positive', 'score': 0.01074913889169693}]]
[[{'label': 'negative', 'score': 0.8870331048965454}, {'label': 'neutral', 'score': 0.10370909422636032}, {'label': 'positive', 'score': 0.009257829748094082}]]
[[{'label': 'negative', 'score': 0.5171737670898438}, {'label': 'neutral', 'score': 0.3657478392124176}, {'label': 'positive', 'score': 0.11707843095064163}]]
[[{'label': 'negative', 'score': 0.6602730751037598}, {'label': 'neutral', 'score': 0.31290996074676514}, {'label': 'positive', 'score': 0.026816975325345993}]]
[[{'label': 'negative', 'score': 0.012517966330051422}, {'label': 'neutral', 'score': 0.11483599245548248}, {'label': 'positive', 'score': 0.8726460933685303}]]
[[{'label': 'negative', 'score': 0.6125307679176331}, {'label': 'neutral', 'score': 0.32318615913391113}, {'label': 'positive', 'score': 0.06428300589323044}]]
[[{'label': 'negative', 'score': 0.04150085523724556}, {'label': 'neutral', 'score': 0.8016629219055176}, {'label': 'positive', 'score': 0.15683628618717194}]]
[[{'label': 'negative', 'score': 0.0062461658380925655}, {'label': 'neutral', 'score': 0.0509292408823967}, {'label': 'positive', 'score': 0.9428245425224304}]]
[[{'label': 'negative', 'score': 0.9065923094749451}, {'label': 'neutral', 'score': 0.08664323389530182}, {'label': 'positive', 'score': 0.006764522287994623}]]
[[{'label': 'negative', 'score': 0.003439247841015458}, {'label': 'neutral', 'score': 0.03179739788174629}, {'label': 'positive', 'score': 0.9647634029388428}]]
[[{'label': 'negative', 'score': 0.5135449767112732}, {'label': 'neutral', 'score': 0.3859972059726715}, {'label': 'positive', 'score': 0.10045784711837769}]]
[[{'label': 'negative', 'score': 0.9178494811058044}, {'label': 'neutral', 'score': 0.07685931771993637}, {'label': 'positive', 'score': 0.0052912887185812}]]
[[{'label': 'negative', 'score': 0.9535730481147766}, {'label': 'neutral', 'score': 0.04190369322896004}, {'label': 'positive', 'score': 0.004523214418441057}]]
[[{'label': 'negative', 'score': 0.043225519359111786}, {'label': 'neutral', 'score': 0.9325445294380188}, {'label': 'positive', 'score': 0.024229979142546654}]]
[[{'label': 'negative', 'score': 0.8520146012306213}, {'label': 'neutral', 'score': 0.1341182440519333}, {'label': 'positive', 'score': 0.013867128640413284}]]
[[{'label': 'negative', 'score': 0.0032981946133077145}, {'label': 'neutral', 'score': 0.026092883199453354}, {'label': 'positive', 'score': 0.9706089496612549}]]
[[{'label': 'negative', 'score': 0.9519993662834167}, {'label': 'neutral', 'score': 0.0406111404299736}, {'label': 'positive', 'score': 0.007389520760625601}]]
[[{'label': 'negative', 'score': 0.02728148177266121}, {'label': 'neutral', 'score': 0.9477422833442688}, {'label': 'positive', 'score': 0.024976320564746857}]]
[[{'label': 'negative', 'score': 0.1253580003976822}, {'label': 'neutral', 'score': 0.8053811192512512}, {'label': 'positive', 'score': 0.06926094740629196}]]
[[{'label': 'negative', 'score': 0.49337974190711975}, {'label': 'neutral', 'score': 0.48627087473869324}, {'label': 'positive', 'score': 0.020349405705928802}]]
[[{'label': 'negative', 'score': 0.7600512504577637}, {'label': 'neutral', 'score': 0.22794947028160095}, {'label': 'positive', 'score': 0.011999258771538734}]]
[[{'label': 'negative', 'score': 0.025612175464630127}, {'label': 'neutral', 'score': 0.6356671452522278}, {'label': 'positive', 'score': 0.3387207090854645}]]
[[{'label': 'negative', 'score': 0.8521688580513}, {'label': 'neutral', 'score': 0.1388925313949585}, {'label': 'positive', 'score': 0.008938594721257687}]]
[[{'label': 'negative', 'score': 0.031178796663880348}, {'label': 'neutral', 'score': 0.39868810772895813}, {'label': 'positive', 'score': 0.5701330900192261}]]
[[{'label': 'negative', 'score': 0.5206775069236755}, {'label': 'neutral', 'score': 0.4315524399280548}, {'label': 'positive', 'score': 0.047770075500011444}]]
[[{'label': 'negative', 'score': 0.005069377366453409}, {'label': 'neutral', 'score': 0.01068203803151846}, {'label': 'positive', 'score': 0.9842485785484314}]]
[[{'label': 'negative', 'score': 0.7917016744613647}, {'label': 'neutral', 'score': 0.1652625948190689}, {'label': 'positive', 'score': 0.043035656213760376}]]
[[{'label': 'negative', 'score': 0.8745918273925781}, {'label': 'neutral', 'score': 0.11936141550540924}, {'label': 'positive', 'score': 0.006046778056770563}]]
[[{'label': 'negative', 'score': 0.11891067028045654}, {'label': 'neutral', 'score': 0.627985954284668}, {'label': 'positive', 'score': 0.2531034052371979}]]
[[{'label': 'negative', 'score': 0.00827224925160408}, {'label': 'neutral', 'score': 0.08980607241392136}, {'label': 'positive', 'score': 0.9019217491149902}]]
[[{'label': 'negative', 'score': 0.011511479504406452}, {'label': 'neutral', 'score': 0.6922585964202881}, {'label': 'positive', 'score': 0.2962299585342407}]]
[[{'label': 'negative', 'score': 0.0058832899667322636}, {'label': 'neutral', 'score': 0.8978808522224426}, {'label': 'positive', 'score': 0.09623584151268005}]]
[[{'label': 'negative', 'score': 0.3151286542415619}, {'label': 'neutral', 'score': 0.47114455699920654}, {'label': 'positive', 'score': 0.21372686326503754}]]
[[{'label': 'negative', 'score': 0.002979399636387825}, {'label': 'neutral', 'score': 0.02315753884613514}, {'label': 'positive', 'score': 0.9738630652427673}]]
[[{'label': 'negative', 'score': 0.5581125020980835}, {'label': 'neutral', 'score': 0.43017762899398804}, {'label': 'positive', 'score': 0.011709929443895817}]]
[[{'label': 'negative', 'score': 0.8649066090583801}, {'label': 'neutral', 'score': 0.12946641445159912}, {'label': 'positive', 'score': 0.005626954138278961}]]
[[{'label': 'negative', 'score': 0.014615136198699474}, {'label': 'neutral', 'score': 0.3317825198173523}, {'label': 'positive', 'score': 0.6536023020744324}]]
[[{'label': 'negative', 'score': 0.7528570294380188}, {'label': 'neutral', 'score': 0.2381955236196518}, {'label': 'positive', 'score': 0.008947365917265415}]]
[[{'label': 'negative', 'score': 0.5475971698760986}, {'label': 'neutral', 'score': 0.38989579677581787}, {'label': 'positive', 'score': 0.06250705569982529}]]
[[{'label': 'negative', 'score': 0.9550286531448364}, {'label': 'neutral', 'score': 0.03939672186970711}, {'label': 'positive', 'score': 0.005574559792876244}]]
[[{'label': 'negative', 'score': 0.011582653969526291}, {'label': 'neutral', 'score': 0.034262947738170624}, {'label': 'positive', 'score': 0.9541544318199158}]]
[[{'label': 'negative', 'score': 0.1047355905175209}, {'label': 'neutral', 'score': 0.7671882510185242}, {'label': 'positive', 'score': 0.1280762255191803}]]
[[{'label': 'negative', 'score': 0.049710649996995926}, {'label': 'neutral', 'score': 0.6886672973632812}, {'label': 'positive', 'score': 0.2616220712661743}]]
[[{'label': 'negative', 'score': 0.696587860584259}, {'label': 'neutral', 'score': 0.2713530659675598}, {'label': 'positive', 'score': 0.03205908462405205}]]
[[{'label': 'negative', 'score': 0.010576658882200718}, {'label': 'neutral', 'score': 0.9116976261138916}, {'label': 'positive', 'score': 0.07772569358348846}]]
[[{'label': 'negative', 'score': 0.0114495400339365}, {'label': 'neutral', 'score': 0.30354228615760803}, {'label': 'positive', 'score': 0.68500816822052}]]
[[{'label': 'negative', 'score': 0.014642465859651566}, {'label': 'neutral', 'score': 0.7454078197479248}, {'label': 'positive', 'score': 0.23994971811771393}]]
[[{'label': 'negative', 'score': 0.011831002309918404}, {'label': 'neutral', 'score': 0.9230493903160095}, {'label': 'positive', 'score': 0.065119668841362}]]
[[{'label': 'negative', 'score': 0.722832977771759}, {'label': 'neutral', 'score': 0.2475004643201828}, {'label': 'positive', 'score': 0.02966657467186451}]]
[[{'label': 'negative', 'score': 0.7896453142166138}, {'label': 'neutral', 'score': 0.19044625759124756}, {'label': 'positive', 'score': 0.019908446818590164}]]
[[{'label': 'negative', 'score': 0.13838034868240356}, {'label': 'neutral', 'score': 0.3190748989582062}, {'label': 'positive', 'score': 0.5425447821617126}]]
[[{'label': 'negative', 'score': 0.027580130845308304}, {'label': 'neutral', 'score': 0.7952556014060974}, {'label': 'positive', 'score': 0.17716428637504578}]]
[[{'label': 'negative', 'score': 0.0041389260441064835}, {'label': 'neutral', 'score': 0.2867366373538971}, {'label': 'positive', 'score': 0.7091245055198669}]]
[[{'label': 'negative', 'score': 0.04779624193906784}, {'label': 'neutral', 'score': 0.3075634241104126}, {'label': 'positive', 'score': 0.644640326499939}]]
[[{'label': 'negative', 'score': 0.24677501618862152}, {'label': 'neutral', 'score': 0.6559165120124817}, {'label': 'positive', 'score': 0.09730848670005798}]]
[[{'label': 'negative', 'score': 0.09614227712154388}, {'label': 'neutral', 'score': 0.7722811102867126}, {'label': 'positive', 'score': 0.1315765231847763}]]
[[{'label': 'negative', 'score': 0.8167821168899536}, {'label': 'neutral', 'score': 0.16315308213233948}, {'label': 'positive', 'score': 0.02006485126912594}]]
[[{'label': 'negative', 'score': 0.9132384061813354}, {'label': 'neutral', 'score': 0.07566939294338226}, {'label': 'positive', 'score': 0.0110922334715724}]]
[[{'label': 'negative', 'score': 0.8668907880783081}, {'label': 'neutral', 'score': 0.12203867733478546}, {'label': 'positive', 'score': 0.011070562526583672}]]
[[{'label': 'negative', 'score': 0.0029557952657341957}, {'label': 'neutral', 'score': 0.024041611701250076}, {'label': 'positive', 'score': 0.9730026125907898}]]
[[{'label': 'negative', 'score': 0.6005889773368835}, {'label': 'neutral', 'score': 0.3862568140029907}, {'label': 'positive', 'score': 0.013154174201190472}]]
[[{'label': 'negative', 'score': 0.6185786128044128}, {'label': 'neutral', 'score': 0.34789127111434937}, {'label': 'positive', 'score': 0.0335300974547863}]]
[[{'label': 'negative', 'score': 0.7842037677764893}, {'label': 'neutral', 'score': 0.19565989077091217}, {'label': 'positive', 'score': 0.02013631910085678}]]
[[{'label': 'negative', 'score': 0.16248154640197754}, {'label': 'neutral', 'score': 0.6614348888397217}, {'label': 'positive', 'score': 0.17608366906642914}]]
[[{'label': 'negative', 'score': 0.8694098591804504}, {'label': 'neutral', 'score': 0.12224482744932175}, {'label': 'positive', 'score': 0.00834532268345356}]]
[[{'label': 'negative', 'score': 0.2618616223335266}, {'label': 'neutral', 'score': 0.6935758590698242}, {'label': 'positive', 'score': 0.044562455266714096}]]
[[{'label': 'negative', 'score': 0.02617499977350235}, {'label': 'neutral', 'score': 0.600319504737854}, {'label': 'positive', 'score': 0.37350550293922424}]]
[[{'label': 'negative', 'score': 0.5143319368362427}, {'label': 'neutral', 'score': 0.4632566571235657}, {'label': 'positive', 'score': 0.02241143211722374}]]
[[{'label': 'negative', 'score': 0.002319845836609602}, {'label': 'neutral', 'score': 0.34912022948265076}, {'label': 'positive', 'score': 0.6485599279403687}]]
[[{'label': 'negative', 'score': 0.8736485242843628}, {'label': 'neutral', 'score': 0.11944050341844559}, {'label': 'positive', 'score': 0.00691096018999815}]]
[[{'label': 'negative', 'score': 0.7113790512084961}, {'label': 'neutral', 'score': 0.2671161890029907}, {'label': 'positive', 'score': 0.021504798904061317}]]
[[{'label': 'negative', 'score': 0.3277345299720764}, {'label': 'neutral', 'score': 0.5417094230651855}, {'label': 'positive', 'score': 0.13055607676506042}]]
[[{'label': 'negative', 'score': 0.02447032369673252}, {'label': 'neutral', 'score': 0.05060846731066704}, {'label': 'positive', 'score': 0.9249212145805359}]]
[[{'label': 'negative', 'score': 0.07515168190002441}, {'label': 'neutral', 'score': 0.8226829171180725}, {'label': 'positive', 'score': 0.10216542333364487}]]
[[{'label': 'negative', 'score': 0.4716528356075287}, {'label': 'neutral', 'score': 0.4540865123271942}, {'label': 'positive', 'score': 0.07426061481237411}]]
[[{'label': 'negative', 'score': 0.06698082387447357}, {'label': 'neutral', 'score': 0.30197104811668396}, {'label': 'positive', 'score': 0.6310480833053589}]]
[[{'label': 'negative', 'score': 0.7967255115509033}, {'label': 'neutral', 'score': 0.19291584193706512}, {'label': 'positive', 'score': 0.010358631610870361}]]
[[{'label': 'negative', 'score': 0.009393318556249142}, {'label': 'neutral', 'score': 0.87557452917099}, {'label': 'positive', 'score': 0.11503224074840546}]]
[[{'label': 'negative', 'score': 0.11638342589139938}, {'label': 'neutral', 'score': 0.5668061971664429}, {'label': 'positive', 'score': 0.31681036949157715}]]
[[{'label': 'negative', 'score': 0.0058767907321453094}, {'label': 'neutral', 'score': 0.12923438847064972}, {'label': 'positive', 'score': 0.8648887872695923}]]
[[{'label': 'negative', 'score': 0.9301112294197083}, {'label': 'neutral', 'score': 0.06441701203584671}, {'label': 'positive', 'score': 0.005471841897815466}]]
[[{'label': 'negative', 'score': 0.6388405561447144}, {'label': 'neutral', 'score': 0.29703289270401}, {'label': 'positive', 'score': 0.06412653625011444}]]
[[{'label': 'negative', 'score': 0.7061136364936829}, {'label': 'neutral', 'score': 0.2760300636291504}, {'label': 'positive', 'score': 0.017856309190392494}]]
[[{'label': 'negative', 'score': 0.5169423818588257}, {'label': 'neutral', 'score': 0.4209642708301544}, {'label': 'positive', 'score': 0.062093336135149}]]
[[{'label': 'negative', 'score': 0.889491081237793}, {'label': 'neutral', 'score': 0.10379553586244583}, {'label': 'positive', 'score': 0.006713385693728924}]]
[[{'label': 'negative', 'score': 0.8927966952323914}, {'label': 'neutral', 'score': 0.10100959241390228}, {'label': 'positive', 'score': 0.0061937118880450726}]]
[[{'label': 'negative', 'score': 0.004447759594768286}, {'label': 'neutral', 'score': 0.08841222524642944}, {'label': 'positive', 'score': 0.9071400761604309}]]
[[{'label': 'negative', 'score': 0.02900843322277069}, {'label': 'neutral', 'score': 0.7917701005935669}, {'label': 'positive', 'score': 0.1792214959859848}]]
[[{'label': 'negative', 'score': 0.023529808968305588}, {'label': 'neutral', 'score': 0.6379631757736206}, {'label': 'positive', 'score': 0.3385069668292999}]]
[[{'label': 'negative', 'score': 0.5926235914230347}, {'label': 'neutral', 'score': 0.3859529495239258}, {'label': 'positive', 'score': 0.021423442289233208}]]
[[{'label': 'negative', 'score': 0.04811713844537735}, {'label': 'neutral', 'score': 0.0802171528339386}, {'label': 'positive', 'score': 0.8716657757759094}]]
[[{'label': 'negative', 'score': 0.10749949514865875}, {'label': 'neutral', 'score': 0.1300734132528305}, {'label': 'positive', 'score': 0.7624270915985107}]]
[[{'label': 'negative', 'score': 0.53609299659729}, {'label': 'neutral', 'score': 0.38603582978248596}, {'label': 'positive', 'score': 0.07787120342254639}]]
[[{'label': 'negative', 'score': 0.7470470666885376}, {'label': 'neutral', 'score': 0.2400599718093872}, {'label': 'positive', 'score': 0.01289290376007557}]]
[[{'label': 'negative', 'score': 0.00525715621188283}, {'label': 'neutral', 'score': 0.08483313024044037}, {'label': 'positive', 'score': 0.909909725189209}]]
[[{'label': 'negative', 'score': 0.13912977278232574}, {'label': 'neutral', 'score': 0.7825440764427185}, {'label': 'positive', 'score': 0.07832615077495575}]]
[[{'label': 'negative', 'score': 0.7344970703125}, {'label': 'neutral', 'score': 0.2480848729610443}, {'label': 'positive', 'score': 0.017418045550584793}]]
[[{'label': 'negative', 'score': 0.0023733151610940695}, {'label': 'neutral', 'score': 0.11275237053632736}, {'label': 'positive', 'score': 0.8848743438720703}]]
[[{'label': 'negative', 'score': 0.7617055177688599}, {'label': 'neutral', 'score': 0.21709033846855164}, {'label': 'positive', 'score': 0.021204207092523575}]]
[[{'label': 'negative', 'score': 0.017835119739174843}, {'label': 'neutral', 'score': 0.8335443139076233}, {'label': 'positive', 'score': 0.1486206203699112}]]
[[{'label': 'negative', 'score': 0.13016588985919952}, {'label': 'neutral', 'score': 0.5882886648178101}, {'label': 'positive', 'score': 0.2815454304218292}]]
[[{'label': 'negative', 'score': 0.9404566287994385}, {'label': 'neutral', 'score': 0.052859798073768616}, {'label': 'positive', 'score': 0.006683616433292627}]]
[[{'label': 'negative', 'score': 0.06669255346059799}, {'label': 'neutral', 'score': 0.23466800153255463}, {'label': 'positive', 'score': 0.698639452457428}]]
[[{'label': 'negative', 'score': 0.07775896787643433}, {'label': 'neutral', 'score': 0.6954729557037354}, {'label': 'positive', 'score': 0.22676803171634674}]]
[[{'label': 'negative', 'score': 0.039464596658945084}, {'label': 'neutral', 'score': 0.9118598103523254}, {'label': 'positive', 'score': 0.048675473779439926}]]
[[{'label': 'negative', 'score': 0.011209475807845592}, {'label': 'neutral', 'score': 0.03335348144173622}, {'label': 'positive', 'score': 0.9554370045661926}]]
[[{'label': 'negative', 'score': 0.007626187987625599}, {'label': 'neutral', 'score': 0.016696464270353317}, {'label': 'positive', 'score': 0.9756773114204407}]]
[[{'label': 'negative', 'score': 0.6724182963371277}, {'label': 'neutral', 'score': 0.3051298260688782}, {'label': 'positive', 'score': 0.022451957687735558}]]
[[{'label': 'negative', 'score': 0.7699195146560669}, {'label': 'neutral', 'score': 0.2101423144340515}, {'label': 'positive', 'score': 0.019938131794333458}]]
[[{'label': 'negative', 'score': 0.9414737224578857}, {'label': 'neutral', 'score': 0.04813095182180405}, {'label': 'positive', 'score': 0.010395306162536144}]]
[[{'label': 'negative', 'score': 0.766359806060791}, {'label': 'neutral', 'score': 0.218281552195549}, {'label': 'positive', 'score': 0.015358618460595608}]]
[[{'label': 'negative', 'score': 0.8294606804847717}, {'label': 'neutral', 'score': 0.15807533264160156}, {'label': 'positive', 'score': 0.012463982217013836}]]
[[{'label': 'negative', 'score': 0.14299330115318298}, {'label': 'neutral', 'score': 0.5242614150047302}, {'label': 'positive', 'score': 0.3327452540397644}]]
[[{'label': 'negative', 'score': 0.19073432683944702}, {'label': 'neutral', 'score': 0.598389744758606}, {'label': 'positive', 'score': 0.21087589859962463}]]
[[{'label': 'negative', 'score': 0.9193950295448303}, {'label': 'neutral', 'score': 0.07635300606489182}, {'label': 'positive', 'score': 0.004251930397003889}]]
[[{'label': 'negative', 'score': 0.8463432192802429}, {'label': 'neutral', 'score': 0.14217694103717804}, {'label': 'positive', 'score': 0.011479807086288929}]]
[[{'label': 'negative', 'score': 0.7685979604721069}, {'label': 'neutral', 'score': 0.2233058214187622}, {'label': 'positive', 'score': 0.00809619389474392}]]
[[{'label': 'negative', 'score': 0.08830812573432922}, {'label': 'neutral', 'score': 0.511527419090271}, {'label': 'positive', 'score': 0.4001644551753998}]]
[[{'label': 'negative', 'score': 0.0037280204705893993}, {'label': 'neutral', 'score': 0.039929766207933426}, {'label': 'positive', 'score': 0.9563421607017517}]]
[[{'label': 'negative', 'score': 0.05104654282331467}, {'label': 'neutral', 'score': 0.6300990581512451}, {'label': 'positive', 'score': 0.31885436177253723}]]
[[{'label': 'negative', 'score': 0.310261994600296}, {'label': 'neutral', 'score': 0.5789424180984497}, {'label': 'positive', 'score': 0.11079558730125427}]]
[[{'label': 'negative', 'score': 0.01997712068259716}, {'label': 'neutral', 'score': 0.44952982664108276}, {'label': 'positive', 'score': 0.5304930210113525}]]
[[{'label': 'negative', 'score': 0.7194451093673706}, {'label': 'neutral', 'score': 0.259795606136322}, {'label': 'positive', 'score': 0.020759249106049538}]]
[[{'label': 'negative', 'score': 0.3776712119579315}, {'label': 'neutral', 'score': 0.407130628824234}, {'label': 'positive', 'score': 0.21519817411899567}]]
[[{'label': 'negative', 'score': 0.025150667876005173}, {'label': 'neutral', 'score': 0.5133152008056641}, {'label': 'positive', 'score': 0.46153417229652405}]]
[[{'label': 'negative', 'score': 0.5660640001296997}, {'label': 'neutral', 'score': 0.4138617515563965}, {'label': 'positive', 'score': 0.020074332132935524}]]
[[{'label': 'negative', 'score': 0.804129421710968}, {'label': 'neutral', 'score': 0.17376641929149628}, {'label': 'positive', 'score': 0.02210421673953533}]]
[[{'label': 'negative', 'score': 0.12893499433994293}, {'label': 'neutral', 'score': 0.5402545928955078}, {'label': 'positive', 'score': 0.33081039786338806}]]
[[{'label': 'negative', 'score': 0.8521085977554321}, {'label': 'neutral', 'score': 0.13575130701065063}, {'label': 'positive', 'score': 0.01214007381349802}]]
[[{'label': 'negative', 'score': 0.12011751532554626}, {'label': 'neutral', 'score': 0.6724413633346558}, {'label': 'positive', 'score': 0.20744112133979797}]]
[[{'label': 'negative', 'score': 0.7210015058517456}, {'label': 'neutral', 'score': 0.25044378638267517}, {'label': 'positive', 'score': 0.028554776683449745}]]
[[{'label': 'negative', 'score': 0.9316696524620056}, {'label': 'neutral', 'score': 0.06192796677350998}, {'label': 'positive', 'score': 0.006402379833161831}]]
[[{'label': 'negative', 'score': 0.011760888621211052}, {'label': 'neutral', 'score': 0.09115374833345413}, {'label': 'positive', 'score': 0.897085428237915}]]
[[{'label': 'negative', 'score': 0.7022376656532288}, {'label': 'neutral', 'score': 0.2805311679840088}, {'label': 'positive', 'score': 0.017231175675988197}]]
[[{'label': 'negative', 'score': 0.8700646162033081}, {'label': 'neutral', 'score': 0.11655710637569427}, {'label': 'positive', 'score': 0.013378338888287544}]]
[[{'label': 'negative', 'score': 0.005002004560083151}, {'label': 'neutral', 'score': 0.03888395056128502}, {'label': 'positive', 'score': 0.9561140537261963}]]
[[{'label': 'negative', 'score': 0.7210639119148254}, {'label': 'neutral', 'score': 0.2663821578025818}, {'label': 'positive', 'score': 0.012553931213915348}]]
[[{'label': 'negative', 'score': 0.8727080225944519}, {'label': 'neutral', 'score': 0.1196068599820137}, {'label': 'positive', 'score': 0.007685166783630848}]]
[[{'label': 'negative', 'score': 0.9480019807815552}, {'label': 'neutral', 'score': 0.046086255460977554}, {'label': 'positive', 'score': 0.005911717656999826}]]
[[{'label': 'negative', 'score': 0.015795882791280746}, {'label': 'neutral', 'score': 0.9002304077148438}, {'label': 'positive', 'score': 0.0839737057685852}]]
[[{'label': 'negative', 'score': 0.04690156504511833}, {'label': 'neutral', 'score': 0.136644184589386}, {'label': 'positive', 'score': 0.816454291343689}]]
[[{'label': 'negative', 'score': 0.01349393930286169}, {'label': 'neutral', 'score': 0.2108231484889984}, {'label': 'positive', 'score': 0.7756829261779785}]]
[[{'label': 'negative', 'score': 0.8968327045440674}, {'label': 'neutral', 'score': 0.09536794573068619}, {'label': 'positive', 'score': 0.007799329236149788}]]
[[{'label': 'negative', 'score': 0.041958075016736984}, {'label': 'neutral', 'score': 0.0772748738527298}, {'label': 'positive', 'score': 0.8807669878005981}]]
[[{'label': 'negative', 'score': 0.1678045243024826}, {'label': 'neutral', 'score': 0.8126961588859558}, {'label': 'positive', 'score': 0.019499285146594048}]]
[[{'label': 'negative', 'score': 0.8777016401290894}, {'label': 'neutral', 'score': 0.10730727761983871}, {'label': 'positive', 'score': 0.014991150237619877}]]
[[{'label': 'negative', 'score': 0.003558152122423053}, {'label': 'neutral', 'score': 0.07389872521162033}, {'label': 'positive', 'score': 0.9225431084632874}]]
[[{'label': 'negative', 'score': 0.00899470318108797}, {'label': 'neutral', 'score': 0.011032248847186565}, {'label': 'positive', 'score': 0.9799730777740479}]]
[[{'label': 'negative', 'score': 0.13615760207176208}, {'label': 'neutral', 'score': 0.7098613381385803}, {'label': 'positive', 'score': 0.1539810746908188}]]
[[{'label': 'negative', 'score': 0.011811593547463417}, {'label': 'neutral', 'score': 0.2228291630744934}, {'label': 'positive', 'score': 0.7653592228889465}]]
[[{'label': 'negative', 'score': 0.01717967353761196}, {'label': 'neutral', 'score': 0.589709460735321}, {'label': 'positive', 'score': 0.39311081171035767}]]
[[{'label': 'negative', 'score': 0.011176575906574726}, {'label': 'neutral', 'score': 0.05583469569683075}, {'label': 'positive', 'score': 0.932988703250885}]]
[[{'label': 'negative', 'score': 0.003402510890737176}, {'label': 'neutral', 'score': 0.08010979741811752}, {'label': 'positive', 'score': 0.9164876937866211}]]
[[{'label': 'negative', 'score': 0.19101744890213013}, {'label': 'neutral', 'score': 0.765012264251709}, {'label': 'positive', 'score': 0.04397031292319298}]]
[[{'label': 'negative', 'score': 0.5447628498077393}, {'label': 'neutral', 'score': 0.4294824004173279}, {'label': 'positive', 'score': 0.025754684582352638}]]
[[{'label': 'negative', 'score': 0.8239628672599792}, {'label': 'neutral', 'score': 0.1654895544052124}, {'label': 'positive', 'score': 0.010547542944550514}]]
[[{'label': 'negative', 'score': 0.399922639131546}, {'label': 'neutral', 'score': 0.5109460949897766}, {'label': 'positive', 'score': 0.08913129568099976}]]
[[{'label': 'negative', 'score': 0.29095911979675293}, {'label': 'neutral', 'score': 0.3927671015262604}, {'label': 'positive', 'score': 0.31627383828163147}]]
[[{'label': 'negative', 'score': 0.17883391678333282}, {'label': 'neutral', 'score': 0.6767483949661255}, {'label': 'positive', 'score': 0.14441771805286407}]]
[[{'label': 'negative', 'score': 0.022746557369828224}, {'label': 'neutral', 'score': 0.8056549429893494}, {'label': 'positive', 'score': 0.17159844934940338}]]
